@relation mushrooms

@attribute type {p,e}
@attribute cap_shape {x,b,s,f,k,c}
@attribute cap_surface {s,y,f,g}
@attribute cap_color {n,y,w,g,e,p,b,u,c,r}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute stalk_shape {e,t}
@attribute stalk_color_above_ring {w,g,p,n,b,e,o,c,y}
@attribute stalk_color_below_ring {w,p,g,b,n,e,y,o,c}
@attribute ring_number {o,t,n}
@attribute ring_type {p,e,l,f,n}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}

@data
p,x,y,g,f,e,p,b,o,l,v,g
e,f,y,g,n,t,p,g,o,p,y,d
p,f,f,y,f,e,b,b,o,l,v,d
e,f,f,e,n,t,p,p,o,p,v,d
p,f,y,g,f,e,p,b,o,l,y,p
e,f,y,n,n,t,g,w,o,p,v,d
e,f,f,e,n,t,g,p,o,p,y,d
p,x,y,g,f,e,n,p,o,l,y,p
p,x,y,g,f,e,b,p,o,l,y,d
e,f,f,e,n,t,g,g,o,p,v,d
p,f,f,g,f,e,b,b,o,l,v,p
e,f,f,g,n,t,p,p,o,p,y,d
e,f,y,e,n,t,w,g,o,p,y,d
e,f,y,e,n,t,g,g,o,p,v,d
p,f,f,g,f,e,n,n,o,l,y,p
e,x,f,e,n,t,g,p,o,p,v,d
p,f,y,g,f,e,p,b,o,l,v,d
p,x,y,y,f,e,p,n,o,l,v,p
p,f,y,y,f,e,b,b,o,l,v,d
p,x,f,y,f,e,n,p,o,l,v,p
p,x,y,y,f,e,n,n,o,l,v,d
e,x,f,g,n,t,g,g,o,p,v,d
e,x,y,g,n,t,g,w,o,p,v,d
p,f,y,g,f,e,b,p,o,l,v,g
p,f,f,y,f,e,p,p,o,l,y,d
p,x,y,g,f,e,p,b,o,l,y,p
p,x,y,e,y,t,w,w,o,e,v,p
p,x,y,g,f,e,n,n,o,l,y,p
p,x,y,g,f,e,p,p,o,l,v,g
p,x,s,g,c,e,w,w,o,p,v,d
p,f,f,g,f,e,p,b,o,l,v,g
p,f,s,b,f,t,w,w,o,p,s,g
p,x,y,g,f,e,n,p,o,l,v,d
p,x,y,y,f,e,p,p,o,l,y,d
p,x,s,w,c,e,w,w,o,p,s,d
p,x,y,y,f,e,p,n,o,l,v,d
e,f,f,e,n,t,w,p,o,p,v,d
p,x,y,g,f,e,p,p,o,l,y,g
p,x,f,y,f,e,n,p,o,l,v,d
p,x,f,y,f,e,p,b,o,l,v,p
p,f,f,g,f,e,p,n,o,l,v,g
p,x,f,y,f,e,n,b,o,l,y,d
e,f,f,g,n,t,g,w,o,p,v,d
p,x,f,g,f,e,p,p,o,l,y,d
e,f,y,n,n,t,w,p,o,p,y,d
p,f,y,g,f,e,b,p,o,l,v,d
p,f,f,g,f,e,p,p,o,l,y,p
p,f,f,g,f,e,b,b,o,l,v,d
p,x,s,w,c,e,w,w,o,p,v,d
p,x,y,g,f,e,n,n,o,l,y,d
e,f,y,n,n,t,g,w,o,p,v,d
p,x,f,w,c,e,w,w,o,p,s,d
p,x,f,y,f,e,p,b,o,l,v,d
p,x,f,y,f,e,b,n,o,l,y,d
p,x,f,p,c,e,w,w,o,p,v,d
p,f,f,y,f,e,p,p,o,l,y,d
p,f,f,g,f,e,p,n,o,l,v,p
e,f,y,e,n,t,g,g,o,p,v,d
p,x,y,y,f,e,p,b,o,l,v,p
p,f,f,y,f,e,b,p,o,l,v,p
p,x,f,g,c,e,w,w,o,p,s,d
p,x,s,p,c,e,w,w,o,p,v,d
e,x,f,e,n,t,w,p,o,p,v,d
p,x,y,y,f,e,b,b,o,l,v,g
e,f,f,n,n,t,w,w,o,p,y,d
e,f,y,e,n,t,w,w,o,p,y,d
p,f,y,y,f,e,b,p,o,l,y,d
p,x,f,y,f,e,b,n,o,l,y,g
p,x,y,g,f,e,n,p,o,l,v,d
p,f,f,g,f,e,n,b,o,l,y,d
p,f,f,y,f,e,p,n,o,l,y,p
e,f,y,g,n,t,p,p,o,p,y,d
p,x,y,g,f,e,b,p,o,l,v,p
p,x,y,y,f,e,n,n,o,l,v,p
p,f,f,g,f,e,b,n,o,l,v,p
p,f,f,y,f,e,b,n,o,l,y,p
e,f,f,e,n,t,w,g,o,p,v,d
e,f,y,n,n,t,g,g,o,p,v,d
p,x,f,y,f,e,p,n,o,l,y,g
e,f,y,u,n,e,w,w,o,f,y,d
e,f,y,n,n,t,p,w,o,p,y,d
p,f,y,y,f,e,p,p,o,l,v,g
p,f,f,y,f,e,b,b,o,l,v,g
p,x,y,g,f,e,n,p,o,l,y,d
p,x,y,g,f,e,n,p,o,l,y,p
p,f,f,y,f,e,p,b,o,l,v,p
p,x,y,y,f,e,b,b,o,l,y,d
p,x,f,y,f,e,b,b,o,l,v,p
p,x,y,g,f,e,b,n,o,l,v,p
p,x,f,y,f,e,n,b,o,l,y,p
e,x,f,g,n,t,p,g,o,p,v,d
p,f,y,g,f,e,n,p,o,l,y,d
e,f,y,e,n,t,g,g,o,p,v,d
p,x,f,g,f,e,b,n,o,l,v,d
p,f,f,y,f,e,b,b,o,l,v,d
e,f,y,n,n,t,w,w,o,p,y,d
e,f,f,g,n,t,p,g,o,p,y,d
p,f,y,g,f,e,n,p,o,l,v,g
e,x,f,e,n,t,p,p,o,p,v,d
e,f,f,e,n,t,p,w,o,p,y,d
p,f,y,y,f,e,b,b,o,l,v,p
p,x,f,w,c,e,w,w,o,p,v,d
p,x,y,g,f,e,b,n,o,l,y,d
p,x,y,e,y,t,p,p,o,e,v,d
p,x,f,y,f,e,b,p,o,l,v,p
p,f,y,g,f,e,b,p,o,l,y,d
e,f,y,g,n,t,w,p,o,p,y,d
p,x,y,n,f,t,p,p,o,e,v,l
e,f,y,e,n,t,g,g,o,p,v,d
p,b,s,b,n,e,w,w,t,p,v,m
e,f,f,g,n,t,g,g,o,p,y,d
p,f,f,g,f,e,b,n,o,l,v,g
e,f,y,g,n,t,w,g,o,p,y,d
p,f,f,y,f,e,p,n,o,l,y,p
p,f,f,y,f,e,n,n,o,l,y,g
p,f,f,g,f,e,n,p,o,l,v,g
e,f,f,e,n,t,p,w,o,p,v,d
p,x,f,g,f,e,n,p,o,l,y,p
p,f,f,y,f,e,p,b,o,l,v,g
p,x,f,y,f,e,n,n,o,l,v,d
p,x,f,y,f,e,b,b,o,l,y,p
p,f,f,y,f,e,p,n,o,l,v,g
p,f,f,y,f,e,n,b,o,l,v,g
p,x,y,g,f,e,n,b,o,l,v,p
e,f,y,e,n,t,g,g,o,p,v,d
p,f,f,g,f,e,n,p,o,l,v,d
p,f,f,y,f,e,n,p,o,l,v,g
e,f,f,n,n,t,w,p,o,p,v,d
p,x,y,y,f,e,p,p,o,l,v,p
p,x,y,y,f,e,b,p,o,l,v,p
e,f,y,n,n,t,p,p,o,p,y,d
p,f,y,g,f,e,b,p,o,l,y,p
e,f,f,e,n,t,g,g,o,p,y,d
p,x,y,y,f,e,b,b,o,l,v,g
p,f,y,g,f,e,b,b,o,l,v,d
p,x,y,y,f,e,b,b,o,l,v,d
p,x,s,g,c,e,w,w,o,p,s,d
e,f,f,g,n,t,g,p,o,p,v,d
p,f,y,g,f,e,p,p,o,l,y,g
p,x,f,g,f,e,b,b,o,l,y,d
p,f,y,g,f,e,b,n,o,l,v,p
e,f,y,n,n,t,p,w,o,p,v,d
p,x,y,y,f,e,b,n,o,l,y,d
p,f,f,g,f,e,p,b,o,l,y,d
e,f,y,e,n,t,w,g,o,p,v,d
e,f,y,e,n,t,p,g,o,p,v,d
p,f,s,g,f,t,w,w,o,p,v,u
p,x,f,g,f,e,p,n,o,l,y,p
p,f,y,g,f,e,n,b,o,l,v,p
p,x,y,g,f,e,p,b,o,l,v,p
p,x,f,y,f,e,b,n,o,l,v,d
p,f,y,g,f,e,b,n,o,l,v,d
p,f,y,g,f,e,n,p,o,l,v,p
e,f,y,e,n,t,w,w,o,p,y,d
p,x,y,g,f,e,b,n,o,l,v,g
p,f,y,g,f,e,p,p,o,l,v,g
p,x,y,g,f,e,b,b,o,l,y,p
e,f,f,e,n,t,w,p,o,p,v,d
e,f,y,e,n,t,p,w,o,p,v,d
e,f,y,e,n,t,p,p,o,p,y,d
p,f,f,y,f,e,b,n,o,l,v,g
p,f,f,g,f,e,b,p,o,l,y,p
e,f,y,n,n,t,g,p,o,p,y,d
p,x,y,g,f,e,p,b,o,l,y,g
e,f,f,g,n,t,g,w,o,p,v,d
p,x,f,y,f,e,n,p,o,l,v,p
p,x,y,y,f,e,p,n,o,l,v,d
p,x,y,y,f,e,n,p,o,l,v,d
e,f,f,c,n,e,w,n,o,e,v,l
p,x,f,g,f,e,n,n,o,l,v,d
p,f,f,g,f,e,n,p,o,l,y,g
p,x,y,g,f,e,p,n,o,l,v,g
p,f,y,g,f,e,p,b,o,l,y,g
p,x,s,b,f,t,w,w,o,p,s,u
p,f,f,g,f,e,n,n,o,l,v,d
p,x,y,g,f,e,n,p,o,l,v,g
p,f,f,y,f,e,b,b,o,l,y,p
p,f,f,g,f,e,n,p,o,l,v,p
p,f,f,g,f,e,p,p,o,l,y,d
e,f,f,g,n,t,p,w,o,p,y,d
p,x,f,y,f,e,b,b,o,l,y,p
p,x,f,y,f,e,b,b,o,l,y,p
e,f,y,e,n,t,p,p,o,p,y,d
p,f,y,g,f,e,b,p,o,l,v,p
p,f,f,g,f,e,b,b,o,l,y,d
p,x,y,y,f,e,p,n,o,l,y,d
e,f,f,g,n,t,w,w,o,p,y,d
p,x,f,g,f,e,n,p,o,l,v,g
p,x,f,g,f,e,p,p,o,l,y,p
e,f,y,n,n,t,p,w,o,p,y,d
e,f,f,g,n,t,p,g,o,p,v,d
p,x,y,g,f,e,n,n,o,l,v,d
p,f,y,y,f,e,p,p,o,l,v,p
p,f,f,y,f,e,n,b,o,l,v,d
p,f,f,g,f,e,n,p,o,l,v,p
p,f,f,g,f,e,b,b,o,l,y,p
p,f,y,g,f,e,p,n,o,l,y,g
p,f,s,b,f,t,w,w,o,p,s,u
e,f,f,e,n,t,p,p,o,p,y,d
p,x,y,n,y,t,p,p,o,e,v,d
e,x,y,g,n,t,g,w,o,p,v,d
p,x,f,g,c,e,w,w,o,p,v,d
p,x,f,p,c,e,w,w,o,p,v,d
p,x,y,n,y,t,p,w,o,e,v,l
p,f,f,g,f,e,n,p,o,l,y,p
p,x,f,y,f,e,b,b,o,l,v,g
p,x,s,g,f,t,w,w,o,p,s,u
p,f,y,g,f,e,b,p,o,l,y,p
p,x,f,y,f,e,b,b,o,l,y,d
p,f,y,g,f,e,n,p,o,l,y,p
p,f,f,g,f,e,n,b,o,l,y,d
p,f,y,g,f,e,b,b,o,l,y,d
p,x,y,g,f,e,n,p,o,l,y,g
p,f,f,g,f,e,p,p,o,l,y,g
p,x,f,y,f,e,b,b,o,l,y,g
p,f,f,y,f,e,n,n,o,l,v,g
p,x,f,y,f,e,n,b,o,l,v,g
p,x,f,y,f,e,b,p,o,l,y,g
p,x,y,y,f,e,n,p,o,l,v,g
p,f,s,g,f,t,w,w,o,p,v,u
p,x,f,y,f,e,n,n,o,l,y,g
p,f,f,y,f,e,p,b,o,l,y,g
p,f,y,g,f,e,n,p,o,l,y,d
p,f,f,y,f,e,p,n,o,l,y,d
p,f,f,y,f,e,b,p,o,l,v,d
p,x,y,g,f,e,b,n,o,l,v,p
p,x,y,g,f,e,n,b,o,l,y,p
e,f,y,e,n,t,w,w,o,p,v,d
p,f,f,y,f,e,n,p,o,l,v,d
p,f,f,g,f,e,b,p,o,l,y,d
p,f,y,g,f,e,n,p,o,l,v,p
p,x,f,y,f,e,b,p,o,l,v,g
p,x,f,y,f,e,p,p,o,l,v,p
p,x,f,g,f,e,n,b,o,l,y,d
p,x,y,y,f,e,p,p,o,l,y,p
p,f,s,w,f,t,w,w,o,p,s,u
p,f,f,y,f,e,p,n,o,l,v,g
p,f,f,y,f,e,b,p,o,l,v,d
p,f,y,g,f,e,n,n,o,l,y,p
p,f,f,y,f,e,p,b,o,l,y,d
p,f,f,y,f,e,b,n,o,l,v,d
p,f,f,g,f,e,b,b,o,l,v,p
p,x,y,g,f,e,n,b,o,l,y,g
p,x,f,y,f,e,b,p,o,l,y,p
p,f,f,g,f,e,p,b,o,l,v,g
p,x,f,y,f,e,n,b,o,l,y,d
p,f,y,g,f,e,n,n,o,l,v,d
p,x,y,y,f,e,n,b,o,l,v,d
p,x,s,w,f,t,w,w,o,p,s,g
p,f,f,g,f,e,n,b,o,l,y,g
p,x,s,b,f,t,w,w,o,p,s,g
p,f,y,g,f,e,p,b,o,l,v,d
p,x,y,g,f,e,n,n,o,l,v,d
p,x,f,y,f,e,n,b,o,l,y,g
p,x,f,y,f,e,n,n,o,l,y,g
p,x,y,y,f,e,p,p,o,l,v,g
e,f,y,g,n,t,g,g,o,p,y,d
p,f,y,y,f,e,p,p,o,l,y,p
p,x,y,g,f,e,p,n,o,l,y,p
p,f,f,y,f,e,p,b,o,l,v,g
p,f,y,y,f,e,n,p,o,l,v,p
p,f,f,y,f,e,n,p,o,l,y,d
p,x,y,g,f,e,p,p,o,l,v,p
p,f,f,g,f,e,b,b,o,l,y,g
p,x,y,g,f,e,p,p,o,l,y,p
p,x,f,p,c,e,w,w,o,p,s,d
p,x,y,y,f,e,n,n,o,l,y,d
p,x,f,y,f,e,n,n,o,l,y,g
p,f,f,y,f,e,b,p,o,l,y,g
p,x,y,g,f,e,p,n,o,l,v,g
p,f,f,g,f,e,p,n,o,l,v,g
p,x,y,g,f,e,p,n,o,l,v,d
p,x,f,y,f,e,b,n,o,l,y,g
p,x,f,y,f,e,b,p,o,l,v,p
p,x,y,g,f,e,p,b,o,l,y,d
p,x,y,y,f,e,n,p,o,l,v,d
p,f,y,g,f,e,b,b,o,l,y,p
p,f,y,g,f,e,p,n,o,l,v,d
p,x,f,y,f,e,b,n,o,l,y,p
e,k,y,n,n,e,w,n,o,e,v,l
p,f,f,g,f,e,n,n,o,l,y,p
p,x,y,y,f,e,n,p,o,l,y,g
p,f,f,y,f,e,p,p,o,l,y,g
p,x,y,g,f,e,n,b,o,l,v,d
p,x,f,g,f,e,b,p,o,l,y,p
p,f,f,y,f,e,p,p,o,l,v,g
e,f,s,p,n,e,w,w,t,e,c,w
p,f,f,y,f,e,n,b,o,l,v,p
p,x,f,y,f,e,b,b,o,l,y,d
p,x,y,g,f,e,p,b,o,l,y,d
p,f,y,g,f,e,b,p,o,l,y,p
p,x,f,y,f,e,b,b,o,l,v,d
p,f,y,g,f,e,p,n,o,l,y,g
p,f,y,g,f,e,n,b,o,l,v,g
e,k,s,p,n,e,w,e,t,e,c,w
p,x,f,y,f,e,p,n,o,l,v,d
p,f,f,y,f,e,p,n,o,l,v,p
p,f,f,g,f,e,b,n,o,l,y,p
p,f,f,g,f,e,n,b,o,l,v,g
p,x,f,y,f,e,n,p,o,l,y,p
p,f,f,g,f,e,n,b,o,l,y,p
p,x,y,g,f,e,p,p,o,l,y,g
p,f,y,y,f,e,b,n,o,l,y,g
p,f,f,g,f,e,n,n,o,l,y,d
p,x,f,y,f,e,p,p,o,l,v,d
p,f,f,g,f,e,n,n,o,l,v,g
p,f,f,g,f,e,p,n,o,l,y,d
p,f,f,y,f,e,p,b,o,l,y,g
e,f,y,g,n,t,p,w,o,p,y,d
p,f,y,g,f,e,p,b,o,l,y,d
p,f,y,g,f,e,n,p,o,l,v,d
p,f,y,g,f,e,b,n,o,l,v,g
p,x,y,y,f,e,p,b,o,l,v,g
p,x,y,g,f,e,b,n,o,l,y,g
p,x,y,y,f,e,p,b,o,l,y,p
p,f,f,y,f,e,b,b,o,l,y,d
p,x,f,y,f,e,p,n,o,l,v,g
p,x,y,y,f,e,n,b,o,l,y,p
p,f,f,g,f,e,b,p,o,l,v,g
p,x,f,y,f,e,p,b,o,l,v,d
p,f,f,g,f,e,b,b,o,l,v,g
p,f,y,g,f,e,b,p,o,l,y,d
p,f,f,g,f,e,n,n,o,l,y,g
p,f,y,y,f,e,p,p,o,l,v,g
p,f,f,g,f,e,p,b,o,l,y,g
p,x,f,y,f,e,b,p,o,l,y,p
p,f,y,g,f,e,n,b,o,l,y,g
p,f,y,g,f,e,b,b,o,l,y,g
p,f,y,g,f,e,n,b,o,l,v,p
e,x,y,r,n,e,w,w,o,f,v,d
p,f,y,y,f,e,n,b,o,l,y,g
p,x,f,y,f,e,b,p,o,l,y,d
p,x,y,n,s,t,w,w,o,e,v,p
p,f,y,y,f,e,b,n,o,l,v,d
p,k,y,n,n,e,w,n,o,e,v,d
p,f,f,y,f,e,b,p,o,l,y,d
p,x,y,g,f,e,b,n,o,l,v,d
p,x,y,g,f,e,b,p,o,l,y,g
p,f,y,g,f,e,n,p,o,l,y,g
p,x,f,y,f,e,p,p,o,l,v,d
p,x,f,g,f,e,n,p,o,l,v,d
p,x,y,g,f,e,n,b,o,l,v,d
p,x,y,g,f,e,n,n,o,l,y,g
p,x,y,g,f,e,p,n,o,l,y,g
e,f,y,e,n,t,g,p,o,p,y,d
p,f,f,y,f,e,n,n,o,l,y,p
p,x,y,y,f,e,p,p,o,l,v,g
p,f,f,y,f,e,n,n,o,l,v,g
p,x,f,y,f,e,b,b,o,l,v,p
p,f,f,g,f,e,n,b,o,l,y,g
p,f,f,g,f,e,p,p,o,l,v,g
p,x,y,y,f,e,p,p,o,l,y,g
p,f,s,b,f,t,w,w,o,p,s,u
p,x,y,g,f,e,p,b,o,l,v,g
p,x,y,y,f,e,n,n,o,l,v,p
p,f,f,g,f,e,n,n,o,l,v,p
p,f,y,g,f,e,b,n,o,l,y,d
p,f,f,y,f,e,p,b,o,l,v,d
p,f,y,g,f,e,n,n,o,l,y,g
p,x,y,g,f,e,b,n,o,l,v,g
e,x,s,e,n,e,w,e,t,e,c,w
p,f,f,g,f,e,p,p,o,l,v,d
p,f,f,y,f,e,n,p,o,l,y,d
p,f,y,g,f,e,n,n,o,l,y,d
p,x,y,y,f,e,p,p,o,l,y,p
p,f,y,g,f,e,n,n,o,l,v,d
p,x,f,y,f,e,b,b,o,l,y,g
p,b,y,w,n,e,w,w,o,p,c,l
p,f,s,b,f,t,w,w,o,p,v,u
p,x,y,y,f,e,b,p,o,l,y,p
p,f,y,g,f,e,b,b,o,l,y,d
p,f,y,g,f,e,p,p,o,l,v,p
p,f,y,y,f,e,b,p,o,l,v,p
p,f,f,g,f,e,n,n,o,l,y,d
p,x,y,y,f,e,p,p,o,l,v,d
p,x,f,y,f,e,b,p,o,l,v,g
p,f,f,g,f,e,b,p,o,l,y,g
p,x,s,w,f,t,w,w,o,p,s,u
e,f,y,g,n,t,g,p,o,p,v,d
p,x,y,n,y,t,w,p,o,e,v,d
p,f,y,g,f,e,p,p,o,l,y,d
p,f,f,g,f,e,p,n,o,l,y,g
e,f,y,e,n,t,p,g,o,p,v,d
e,x,y,b,n,e,w,e,t,e,c,w
p,x,y,y,f,e,n,n,o,l,y,g
p,x,y,y,f,e,b,n,o,l,y,d
p,x,y,y,f,e,n,b,o,l,v,p
p,x,y,y,f,e,n,n,o,l,y,g
p,f,f,y,f,e,b,n,o,l,y,g
p,f,y,g,f,e,b,b,o,l,y,g
p,x,f,g,f,e,n,n,o,l,y,g
p,f,y,y,f,e,b,b,o,l,v,g
p,x,y,g,f,e,p,p,o,l,v,g
p,x,y,y,f,e,p,n,o,l,y,g
p,f,y,g,f,e,b,n,o,l,y,p
p,f,y,y,f,e,n,b,o,l,y,g
p,x,y,g,f,e,p,b,o,l,y,d
p,f,y,g,f,e,p,p,o,l,v,d
p,f,y,g,f,e,b,n,o,l,y,p
e,x,y,u,n,e,w,w,o,f,y,d
p,x,f,g,f,e,n,n,o,l,v,g
p,f,f,y,f,e,n,p,o,l,v,g
p,f,f,y,f,e,p,n,o,l,y,g
p,x,f,y,f,e,p,n,o,l,v,g
p,f,f,y,f,e,b,b,o,l,v,g
p,f,f,g,f,e,p,b,o,l,v,g
p,f,y,g,f,e,b,b,o,l,y,d
p,f,f,g,f,e,b,n,o,l,v,g
p,f,f,y,f,e,b,n,o,l,y,d
p,f,y,y,f,e,b,n,o,l,v,p
p,f,f,g,f,e,p,n,o,l,v,p
p,f,y,g,f,e,n,b,o,l,y,g
p,f,f,y,f,e,n,b,o,l,y,d
e,f,f,e,n,t,g,w,o,p,y,d
p,f,s,b,f,t,w,w,o,p,v,u
p,f,y,g,f,e,p,n,o,l,v,d
p,f,f,g,f,e,p,p,o,l,v,p
p,x,y,y,f,e,p,b,o,l,y,g
p,f,f,y,f,e,p,b,o,l,y,p
p,f,y,y,f,e,n,n,o,l,v,d
e,f,y,n,n,t,w,g,o,p,v,d
p,f,y,y,f,e,b,n,o,l,y,g
e,x,s,b,n,e,w,w,t,e,c,w
p,x,y,y,f,e,n,p,o,l,y,g
p,x,f,y,f,e,p,b,o,l,y,d
p,x,y,y,f,e,p,n,o,l,y,g
p,f,y,g,f,e,b,b,o,l,v,p
e,f,f,e,n,t,g,g,o,p,y,d
p,f,f,y,f,e,p,n,o,l,v,d
p,f,f,y,f,e,b,n,o,l,v,g
p,x,y,y,f,e,n,n,o,l,v,d
p,x,f,y,f,e,n,b,o,l,v,g
p,x,y,n,y,t,w,p,o,e,v,d
p,f,f,y,f,e,p,b,o,l,v,p
p,x,y,y,f,e,n,b,o,l,v,g
p,f,f,y,f,e,n,n,o,l,v,p
p,f,f,y,f,e,n,b,o,l,v,d
p,f,y,g,f,e,b,p,o,l,v,p
p,f,y,g,f,e,b,b,o,l,v,g
p,f,y,g,f,e,b,n,o,l,v,d
p,f,f,g,f,e,b,n,o,l,v,g
p,x,s,g,c,e,w,w,o,p,v,d
p,x,y,y,f,e,b,p,o,l,y,g
p,f,s,g,f,t,w,w,o,p,s,u
p,x,y,g,f,e,n,n,o,l,v,g
p,x,y,y,f,e,p,b,o,l,y,p
p,x,y,y,f,e,n,b,o,l,y,d
e,f,y,g,n,t,p,g,o,p,y,d
p,f,f,g,f,e,b,n,o,l,y,d
p,f,y,y,f,e,n,p,o,l,v,g
p,f,y,g,f,e,n,b,o,l,y,p
p,x,y,y,f,e,b,b,o,l,y,g
p,x,y,g,f,e,b,p,o,l,y,d
p,x,f,y,f,e,b,p,o,l,y,p
e,f,y,n,n,t,g,g,o,p,v,d
p,x,y,g,f,e,n,n,o,l,y,g
p,f,f,y,f,e,b,p,o,l,v,g
p,x,y,g,f,e,p,n,o,l,v,p
p,x,y,y,f,e,p,p,o,l,y,g
p,f,f,g,f,e,n,b,o,l,y,p
p,f,f,g,f,e,p,b,o,l,y,g
p,x,y,y,f,e,b,n,o,l,y,g
e,k,y,b,n,e,e,e,t,e,c,w
p,x,y,y,f,e,b,b,o,l,y,p
p,x,y,n,s,t,p,w,o,e,v,d
p,f,y,g,f,e,n,n,o,l,y,p
p,x,y,g,f,e,n,n,o,l,y,p
p,f,y,y,f,e,b,b,o,l,v,g
p,f,y,g,f,e,p,p,o,l,v,d
p,f,f,g,f,e,b,p,o,l,y,g
p,f,y,y,f,e,n,n,o,l,y,g
p,x,f,y,f,e,n,b,o,l,y,d
p,x,s,w,f,t,w,w,o,p,v,u
p,x,y,y,f,e,p,b,o,l,v,g
p,f,f,y,f,e,p,p,o,l,y,p
p,x,f,y,f,e,p,n,o,l,y,g
p,x,y,y,f,e,n,b,o,l,v,p
p,f,y,y,f,e,b,n,o,l,v,g
p,x,y,y,f,e,n,b,o,l,y,g
p,x,y,y,f,e,b,n,o,l,v,p
p,f,y,g,f,e,p,n,o,l,y,p
p,f,f,y,f,e,b,b,o,l,y,p
p,f,f,g,f,e,b,b,o,l,v,p
e,f,y,n,n,t,w,p,o,p,y,d
p,x,y,y,f,e,b,p,o,l,v,d
p,x,y,g,f,e,n,n,o,l,v,p
p,f,y,g,f,e,b,p,o,l,v,g
p,f,y,g,f,e,p,b,o,l,v,g
p,x,y,y,f,e,b,p,o,l,y,d
p,f,f,g,f,e,n,b,o,l,v,p
p,x,y,g,f,e,p,p,o,l,v,d
p,x,y,y,f,e,b,n,o,l,v,d
p,x,f,y,f,e,n,n,o,l,y,d
p,f,f,y,f,e,p,n,o,l,y,d
e,f,f,c,n,e,w,n,o,e,v,l
p,f,y,g,f,e,p,b,o,l,v,g
p,x,y,g,f,e,p,n,o,l,y,p
p,f,f,y,n,e,w,y,o,e,v,d
p,f,f,y,f,e,p,b,o,l,y,p
p,x,s,g,f,t,w,w,o,p,v,g
e,f,s,n,n,e,w,w,t,e,c,w
p,x,y,n,y,t,p,p,o,e,v,p
p,x,s,g,c,e,w,w,o,p,v,d
p,x,f,y,f,e,n,n,o,l,y,d
p,f,y,g,f,e,b,n,o,l,v,g
p,f,y,g,f,e,p,b,o,l,y,d
p,x,y,y,f,e,n,b,o,l,v,g
p,x,y,y,f,e,b,b,o,l,v,g
p,x,y,g,f,e,b,b,o,l,y,d
p,f,y,g,f,e,p,p,o,l,y,d
p,f,y,g,f,e,b,n,o,l,y,g
p,f,f,y,f,e,p,n,o,l,y,g
p,x,f,y,f,e,b,b,o,l,v,d
p,f,f,y,f,e,b,n,o,l,v,p
p,f,f,g,f,e,p,b,o,l,y,p
p,f,f,y,f,e,b,p,o,l,y,p
p,f,y,y,f,e,n,n,o,l,y,d
p,f,f,y,f,e,n,n,o,l,v,p
p,f,f,y,f,e,b,p,o,l,v,d
p,x,y,g,f,e,b,p,o,l,v,g
p,x,y,g,f,e,b,b,o,l,v,g
p,x,y,g,f,e,b,n,o,l,v,d
e,x,s,b,n,e,e,w,t,e,c,w
p,f,f,g,f,e,p,n,o,l,v,d
p,x,f,y,f,e,p,b,o,l,v,d
p,x,y,n,s,t,p,p,o,e,v,l
p,x,y,g,f,e,b,b,o,l,y,d
p,f,y,g,f,e,n,b,o,l,v,p
p,f,y,g,f,e,p,n,o,l,y,d
p,f,f,y,f,e,b,p,o,l,y,g
p,x,y,y,f,e,n,n,o,l,v,d
p,x,f,y,f,e,p,b,o,l,v,g
p,f,f,g,f,e,n,n,o,l,y,p
p,x,y,g,f,e,n,p,o,l,v,p
p,f,f,y,f,e,b,b,o,l,y,g
p,x,f,y,f,e,n,p,o,l,y,g
e,x,y,u,n,e,w,w,o,f,v,d
e,f,y,b,n,e,e,e,t,e,c,w
p,f,y,y,f,e,b,p,o,l,y,d
p,x,y,y,f,e,n,p,o,l,y,p
p,x,y,g,f,e,p,b,o,l,v,g
p,f,f,g,f,e,p,n,o,l,y,d
p,f,y,g,f,e,n,n,o,l,v,g
p,f,f,g,f,e,b,b,o,l,y,g
p,f,y,g,f,e,n,n,o,l,v,g
p,x,f,y,f,e,p,n,o,l,y,g
p,f,f,y,f,e,p,p,o,l,v,d
p,f,f,g,f,e,p,p,o,l,v,d
p,f,y,y,f,e,n,b,o,l,v,g
p,f,y,y,f,e,n,p,o,l,y,g
p,f,f,g,f,e,n,p,o,l,v,g
p,f,s,b,f,t,w,w,o,p,v,g
p,f,s,w,n,e,w,w,t,p,v,m
p,x,y,y,f,e,p,n,o,l,y,p
p,f,f,y,f,e,b,b,o,l,v,p
p,f,y,g,f,e,p,p,o,l,v,g
p,x,y,y,f,e,n,p,o,l,v,d
p,x,f,y,f,e,p,n,o,l,v,p
p,x,f,y,f,e,p,b,o,l,y,d
e,f,f,g,n,t,g,g,o,p,v,d
e,x,y,u,n,e,w,w,o,f,v,d
p,x,y,g,f,e,p,p,o,l,y,d
p,f,f,y,f,e,n,b,o,l,v,g
p,x,y,y,f,e,n,b,o,l,v,d
p,f,y,g,f,e,n,p,o,l,v,d
p,x,y,y,f,e,n,p,o,l,y,p
p,x,f,y,f,e,b,p,o,l,v,d
p,x,y,y,f,e,b,n,o,l,y,p
p,f,f,y,f,e,n,n,o,l,v,g
p,x,y,g,f,e,p,n,o,l,y,p
p,f,y,g,f,e,n,n,o,l,y,g
