@relation DeerHunter_missing

@attribute wtdeer numeric
@attribute state numeric
@attribute urban numeric
@attribute race numeric
@attribute retire numeric
@attribute employ numeric
@attribute educ numeric
@attribute married numeric
@attribute income numeric
@attribute gender numeric
@attribute age numeric
@attribute huntexp numeric
@attribute agehunt numeric
@attribute trips numeric
@attribute bagdeer numeric
@attribute numbag numeric
@attribute bagbuck numeric
@attribute avgcost numeric
@attribute totcost numeric
@attribute a numeric
@attribute yes numeric

@data
0.542837,27,3,1,4,0,12,1,5000,1,47,37,10,1,0,0,0,7,7,491,2
0.542837,27,3,1,0,1,24,1,40000,1,47,35,12,4,1,2,1,25,100,491,2
0.542837,27,3,1,0,1,26,1,85000,1,47,33,14,3,0,0,0,5,15,69,1
0.385522,45,3,1,0,1,20,1,22500,1,47,33,14,3,0,0,0,17,51,202,2
0.446906,45,3,1,0,1,24,1,62500,1,47,37,10,2,0,0,0,125,250,491,1
0.385522,45,3,1,0,1,21,1,40000,1,47,37,10,1,1,1,1,150,150,491,1
0.230274,29,1,1,0,1,22,0,27500,1,47,38,9,1,1,1,1,250,250,491,2
1.161934,5,3,1,0,1,22,0,40000,1,47,35,12,1,1,1,1,500,500,953,2
0.370994,7,2,1,0,1,26,1,85000,1,48,40,8,15,1,2,1,34,510,202,1
0.61994,20,3,1,0,1,11,1,22500,1,48,40,8,4,0,0,0,20,80,45,1
0.187019,46,2,1,0,1,9,1,22500,1,48,37,11,2,0,0,0,25,50,491,2
0.130625,39,2,1,0,1,26,1,40000,1,48,36,12,18,1,3,1,60,1080,491,1
0.61994,20,3,1,0,1,12,0,62500,1,48,39,9,8,0,0,0,12,96,202,1
0.231162,30,2,1,0,1,7,1,22500,1,48,31,17,4,1,1,1,5,20,953,2
0.61994,20,3,1,4,0,12,1,5000,1,48,38,10,5,0,0,0,2,10,953,2
0.186213,46,2,1,0,1,12,1,85000,1,48,36,12,4,1,1,1,375,1500,289,2
0.54488,22,2,1,0,1,12,1,40000,1,48,31,17,4,0,0,0,30,120,139,2
2.109291,22,2,1,0,1,10,1,40000,1,48,32,16,9,0,0,0,8,72,953,2
2.518346,33,2,1,0,1,26,1,85000,1,48,34,14,4,0,0,0,20,80,45,1
1.351319,33,1,1,0,1,26,1,85000,1,48,34,14,6,1,1,1,20,120,491,2
1.351319,33,3,1,0,1,12,1,22500,1,48,35,13,8,0,0,0,40,320,953,2
0.238924,30,1,1,0,1,9,0,40000,1,48,34,14,6,1,0,0,35,210,289,1
0.226616,30,2,1,0,1,21,1,62500,1,48,33,15,1,1,1,0,405,405,289,1
1.919805,33,3,1,0,1,22,1,40000,1,48,34,14,45,1,2,1,1.111111,50,289,1
1.442497,33,3,1,0,1,12,1,85000,1,48,32,16,3,1,1,0,35,105,953,2
1.351319,33,1,1,0,1,12,1,85000,1,48,30,18,25,1,1,1,8,200,69,1
0.857046,21,2,1,0,1,10,1,40000,1,48,37,11,100,1,2,1,40,4000,69,1
0.859147,21,3,1,0,1,12,1,85000,1,48,34,14,7,0,0,0,150,1050,953,2
1.708498,40,2,1,0,1,12,1,27500,1,48,35,13,2,1,2,0,75,150,289,1
0.857046,21,1,1,0,1,12,1,15000,1,48,35,13,2,0,0,0,30,60,491,1
0.486384,49,3,1,0,1,12,1,40000,1,48,41,7,10,1,1,0,15,150,953,2
2.203171,23,3,1,0,1,12,1,22500,1,48,32,16,1,0,0,0,50,50,491,2
1.412003,23,2,0,0,1,26,1,40000,1,48,38,10,20,1,1,1,20,400,202,1
1.402237,23,2,1,0,1,11,1,62500,1,48,31,17,5,0,0,0,150,750,289,1
1.416403,23,3,1,0,1,12,0,62500,1,48,33,15,4,0,0,0,30,120,139,2
1.103573,36,3,1,0,1,8,1,40000,1,48,40,8,1,0,0,0,15,15,491,1
1.115354,36,2,1,0,1,10,1,27500,1,48,34,14,1,0,0,0,25,25,491,2
1.482326,14,3,1,0,1,12,1,40000,1,48,34,14,7,0,0,0,3,21,289,2
0.566235,16,1,1,0,1,26,1,62500,1,48,36,12,1,1,1,1,70,70,491,2
0.59401,26,2,1,0,1,12,1,27500,1,48,33,15,7,1,1,0,17,119,202,1
0.59401,26,3,1,4,0,26,1,27500,1,48,36,12,14,1,1,0,1,14,202,1
0.983907,50,3,1,0,1,24,1,40000,1,48,38,10,18,0,0,0,12,216,289,2
1.243584,24,2,1,0,1,12,1,27500,1,48,36,12,2,1,1,0,38,76,491,2
0.536765,16,2,1,0,1,12,1,27500,1,48,40,8,60,1,1,1,1,60,45,1
0.59401,26,3,1,0,1,21,1,27500,1,48,34,14,9,1,1,0,175,1575,491,2
1.925049,50,3,1,0,1,12,1,40000,1,48,35,13,4,1,2,0,17,68,491,2
0.950971,50,2,1,0,1,12,1,40000,1,48,36,12,2,1,1,1,100,200,289,1
1.177701,24,1,1,0,1,26,1,62500,1,48,38,10,3,1,1,1,13,39,953,1
0.983907,50,3,1,0,1,10,1,62500,1,48,36,12,75,1,1,1,2,150,491,1
0.141134,35,3,1,0,1,12,1,22500,1,48,23,25,3,1,1,1,10,30,289,2
0.983907,50,3,1,0,1,12,1,62500,1,48,36,12,6,1,2,1,5,30,202,1
1.712399,48,3,1,0,1,26,1,27500,1,48,41,7,3,0,0,0,3,9,491,2
0.612843,38,3,1,3,0,11,1,5000,0,48,38,10,10,1,1,0,6,60,491,1
0.920266,48,3,1,0,1,25,1,62500,1,48,39,9,20,0,0,0,15,300,202,1
0.233707,29,1,1,0,1,22,1,62500,1,48,32,16,1,1,1,1,175,175,139,1
0.543282,38,1,1,0,1,26,1,85000,1,48,36,12,1,0,0,0,400,400,69,1
0.854192,48,2,1,0,1,24,1,40000,1,48,34,14,3,0,0,0,5,15,491,2
0.659806,13,2,1,4,0,21,0,27500,1,48,44,4,3,1,1,1,15,45,139,2
0.66352,13,2,1,0,1,12,1,40000,1,48,34,14,3,1,1,0,22,66,289,2
2.146758,5,2,1,0,1,12,1,62500,1,48,37,11,2,0,0,0,1000,2000,491,1
0.326499,13,2,1,0,1,21,1,40000,1,48,34,14,2,1,1,1,50,100,953,2
0.709584,41,2,1,0,1,12,1,62500,1,48,0,48,10,1,5,1,30,300,953,1
0.876123,47,3,1,1,0,12,1,15000,1,48,40,8,60,1,2,1,5,300,953,1
0.860399,47,3,1,0,1,12,1,62500,1,48,42,6,26,1,5,1,20,520,289,1
0.876123,47,3,1,0,1,6,1,27500,1,48,33,15,7,1,1,0,8,56,69,1
0.850952,47,1,1,0,1,22,1,40000,1,48,40,8,12,1,2,1,20,240,202,2
1.615948,47,3,1,1,0,7,1,5000,1,48,39,9,8,0,0,0,5,40,289,1
0.676054,41,3,1,0,1,12,1,62500,1,48,34,14,6,0,0,0,25,150,491,1
0.629424,18,1,1,0,1,26,1,62500,1,48,36,12,3,0,0,0,5,15,289,1
0.982579,34,3,1,0,1,12,1,62500,1,48,36,12,40,1,3,1,0.125,5,491,2
0.77843,49,3,1,0,1,12,1,5000,1,48,36,12,2,0,0,0,50,100,289,2
0.676054,41,2,1,0,1,22,1,22500,1,48,42,6,12,1,6,1,20,240,491,1
1.112277,11,1,1,0,1,24,1,85000,1,48,36,12,15,0,0,0,3,45,491,1
1.637507,11,2,1,0,1,12,1,15000,1,48,35,13,8,0,0,0,10,80,99,1
1.009512,11,3,1,0,1,12,1,40000,1,48,33,15,20,0,0,0,10,200,289,2
1.011419,11,3,1,0,1,9,1,5000,1,48,32,16,39,0,0,0,10,390,202,1
1.659176,11,1,1,0,1,26,1,62500,1,48,36,12,1,0,0,0,30,30,139,1
1.436951,10,3,1,0,1,12,1,40000,1,48,42,6,5,1,2,1,30,150,491,2
0.808994,43,1,1,0,1,23,1,85000,1,48,36,12,2,0,0,0,150,300,953,1
0.714502,19,3,1,0,1,26,1,62500,1,48,42,6,2,1,1,1,20,40,139,1
0.813152,43,1,1,0,1,12,1,85000,1,48,37,11,6,1,2,1,122,732,139,1
0.684361,19,1,1,0,1,26,1,85000,1,48,38,10,1,0,0,0,550,550,491,2
0.637503,4,1,1,0,1,26,1,85000,1,48,39,9,20,1,1,0,50,1000,491,1
0.632521,4,3,1,0,1,20,1,15000,1,48,39,9,11,1,3,1,33,363,99,1
0.728394,4,2,0,0,1,24,1,62500,1,48,42,6,1,0,0,0,30,30,953,2
1.534283,44,1,1,0,1,23,0,40000,1,48,25,23,1,0,0,0,300,300,491,2
0.767521,37,2,1,0,1,9,1,40000,1,48,41,7,90,1,1,1,10,900,953,1
0.608741,4,2,1,0,1,12,1,27500,1,48,43,5,1,1,0,0,150,150,139,1
1.531831,44,1,1,0,1,26,1,62500,1,48,41,7,13,1,2,1,48,624,289,2
0.706553,25,2,1,0,1,24,1,40000,1,48,43,5,17,1,1,1,5.294118,90,9,1
0.141057,35,3,1,0,1,24,1,85000,1,48,34,14,2,0,0,0,5,10,139,2
0.755637,45,2,1,0,1,21,1,15000,1,48,41,7,4,0,0,0,35,140,953,2
0.410823,28,3,1,0,1,12,1,62500,1,48,38,10,2,0,0,0,2,4,953,2
0.147815,35,3,1,0,1,21,1,40000,1,48,34,14,1,1,1,1,20,20,289,2
0.303716,35,2,1,0,1,11,1,15000,1,48,37,11,1,1,1,0,70,70,289,2
0.142067,35,2,1,0,1,20,0,27500,1,48,34,14,3,0,0,0,6,18,99,2
0.266846,27,3,1,0,1,11,1,85000,1,48,34,14,1,1,1,0,200,200,139,1
0.755637,45,3,1,0,1,21,1,62500,1,48,34,14,5,0,0,0,35,175,202,2
0.767521,37,3,1,0,1,12,0,62500,1,48,43,5,8,1,2,1,8,64,953,2
0.401722,28,1,1,0,1,22,1,85000,1,48,36,12,1,0,0,0,100,100,45,1
0.149894,35,3,1,0,1,22,1,40000,1,48,30,18,8,1,1,1,2.5,20,491,2
0.229472,42,2,1,0,1,12,0,22500,1,48,40,8,4,1,0,0,20,80,491,1
0.268574,27,3,0,0,1,24,1,22500,1,48,36,12,12,0,0,0,65,780,9,1
0.254969,27,2,1,0,1,22,1,62500,1,48,43,5,10,1,1,1,15,150,289,1
0.241702,51,2,1,0,1,24,1,62500,1,48,41,7,6,1,1,1,5,30,491,1
0.194794,12,3,0,0,1,23,1,85000,1,48,40,8,3,1,3,1,333.333333,1000,9,1
0.363747,7,1,1,4,0,11,1,62500,1,49,37,12,7,0,0,0,20,140,99,2
0.29417,20,3,1,1,0,26,1,85000,1,49,41,8,1,0,0,0,550,550,491,2
1.38857,20,2,1,2,0,20,1,27500,1,49,34,15,2,0,0,0,10,20,99,1
0.358794,46,2,1,0,1,10,1,15000,1,49,36,13,6,0,0,0,12,72,139,1
0.294664,20,2,1,0,1,11,1,15000,1,49,37,12,15,1,1,0,25,375,202,1
2.416021,33,1,1,1,0,7,1,27500,1,49,33,16,3,0,0,0,22,66,289,2
0.282614,20,2,1,0,1,12,0,40000,1,49,36,13,10,0,0,0,15,150,289,1
2.518346,33,2,1,0,1,21,1,85000,1,49,28,21,5,1,1,0,15,75,99,1
0.658921,20,1,1,0,1,12,1,62500,1,49,37,12,3,0,0,0,10,30,202,2
0.61994,20,3,1,0,1,9,1,15000,1,49,40,9,30,0,0,0,255,7650,99,1
0.370994,7,3,1,0,1,12,1,62500,1,49,36,13,3,1,1,0,50,150,491,2
1.330903,33,3,1,0,1,11,1,40000,1,49,40,9,12,0,0,0,15,180,139,1
1.708498,40,2,1,0,1,9,0,40000,1,49,36,13,5,1,1,0,20,100,289,1
3.342202,40,3,1,0,1,10,1,5000,1,49,39,10,3,0,0,0,10,30,289,2
6.548355,40,1,1,0,1,26,1,40000,1,49,30,19,2,0,0,0,140,280,202,1
3.817034,40,3,1,0,1,12,1,27500,1,49,37,12,10,1,1,1,5,50,491,1
2.768689,31,1,1,0,1,12,1,62500,1,49,31,18,10,0,0,0,3,30,491,1
0.629424,18,3,1,0,1,12,1,62500,1,49,38,11,7,1,2,1,3,21,953,2
3.269881,36,1,1,0,1,26,1,85000,1,49,37,12,5,1,1,0,10,50,953,2
1.402237,23,1,1,0,1,21,1,85000,1,49,33,16,4,0,0,0,20,80,491,1
2.203171,23,1,1,0,1,12,1,62500,1,49,35,14,7,1,1,0,60,420,202,1
1.193429,36,2,1,0,1,11,0,40000,1,49,34,15,7,1,1,1,40,280,491,2
1.041957,16,2,1,0,1,26,1,40000,1,49,33,16,1,0,0,0,175,175,202,1
0.490603,17,3,1,0,1,12,1,40000,1,49,37,12,8,1,1,1,1,8,289,2
0.936063,26,3,1,0,1,21,1,40000,1,49,46,3,80,1,3,1,4.75,380,953,1
0.936063,26,2,1,0,1,22,1,85000,1,49,38,11,2,0,0,0,300,600,99,1
0.923813,26,2,1,0,1,12,1,27500,1,49,33,16,4,0,0,0,5,20,491,2
1.970566,50,1,1,0,1,24,1,40000,1,49,37,12,1,1,1,1,50,50,953,2
0.941791,17,2,1,0,1,12,1,62500,1,49,34,15,1,0,0,0,474,474,491,1
1.150751,16,3,1,0,1,24,0,27500,0,49,39,10,4,0,0,0,2,8,491,2
0.566235,16,3,1,0,1,12,1,40000,1,49,35,14,1,1,1,1,45,45,491,2
0.983907,50,2,1,0,1,24,1,40000,1,49,39,10,8,1,1,1,1,8,491,2
1.94886,50,3,1,0,1,12,1,40000,1,49,38,11,1,1,1,0,275,275,289,2
0.950971,50,3,1,0,1,23,1,62500,1,49,37,12,1,0,0,0,120,120,953,1
0.979714,50,3,1,0,1,12,1,40000,1,49,32,17,3,0,0,0,27,81,953,2
0.142067,35,2,1,0,1,26,1,62500,1,49,41,8,1,1,1,0,30,30,491,2
0.949015,50,2,1,0,1,12,1,62500,1,49,39,10,2,1,2,1,5,10,99,2
1.038282,24,2,1,0,1,22,1,62500,1,49,41,8,14,1,1,1,100,1400,953,1
0.904853,48,3,1,0,1,12,1,62500,1,49,37,12,2,1,1,1,250,500,289,1
0.326499,13,2,1,0,1,8,1,22500,1,49,34,15,1,0,0,0,20,20,491,2
1.099174,38,2,1,0,1,12,1,62500,1,49,42,7,2,1,1,1,5,10,202,1
0.109123,2,2,1,0,1,26,1,85000,1,49,33,16,1,1,4,1,1000,1000,953,2
0.303453,13,2,1,0,1,26,0,22500,1,49,42,7,3,1,1,1,13,39,491,2
0.339394,13,3,0,0,1,22,1,40000,1,49,37,12,2,1,1,1,60,120,202,1
0.915454,48,3,1,0,1,12,1,40000,1,49,39,10,14,0,0,0,14,196,491,2
0.339394,13,3,1,0,1,20,1,22500,1,49,35,14,6,1,1,0,30,180,202,1
1.684049,47,2,1,0,1,26,1,85000,1,49,35,14,2,1,1,1,60,120,953,2
2.031756,18,2,1,0,1,12,1,27500,1,49,37,12,5,1,1,1,50,250,45,1
0.860399,47,3,1,0,1,12,1,40000,1,49,39,10,15,1,3,1,20,300,491,1
0.611302,18,3,1,0,1,12,1,62500,1,49,39,10,25,1,1,1,2,50,491,1
0.515617,49,3,1,0,1,12,1,40000,1,49,41,8,5,0,0,0,25,125,491,1
1.020913,34,3,1,0,1,20,1,62500,1,49,38,11,3,1,1,0,20,60,289,2
2.015552,18,2,1,0,1,22,1,85000,1,49,40,9,6,1,1,1,20,120,289,1
2.024363,1,3,1,0,1,12,1,15000,1,49,33,16,3,0,0,0,30,90,289,2
0.894467,43,2,1,0,1,12,1,40000,1,49,42,7,4,0,0,0,57.5,230,953,2
1.112277,11,1,1,0,1,26,1,40000,1,49,39,10,22,1,2,1,20,440,99,1
0.871448,1,3,1,0,1,12,1,40000,1,49,37,12,4,0,0,0,200,800,289,2
1.640599,11,3,1,0,1,21,1,85000,1,49,41,8,6,1,1,1,35,210,491,1
2.223327,44,1,1,0,1,25,1,40000,1,49,37,12,1,0,0,0,120,120,289,1
0.684361,19,3,1,0,1,12,1,40000,1,49,31,18,8,0,0,0,50,400,491,1
0.632521,4,3,1,1,0,11,1,27500,1,49,33,16,2,1,1,1,250,500,202,1
0.637503,4,1,1,0,1,12,1,40000,1,49,36,13,9,1,2,1,25,225,202,2
1.258143,4,2,1,0,1,8,0,40000,1,49,41,8,1,0,0,0,150,150,491,1
0.731004,19,2,1,0,1,12,1,40000,1,49,37,12,3,1,3,1,20,60,491,1
0.706553,25,3,1,0,1,12,1,27500,1,49,37,12,18,1,5,1,1,18,953,2
0.723074,25,3,1,0,1,12,1,40000,0,49,19,30,30,1,3,1,20,600,491,1
0.343067,32,3,1,0,1,12,1,22500,1,49,39,10,1,0,0,0,105,105,953,1
0.343067,32,2,1,0,1,12,0,15000,1,49,42,7,5,0,0,0,100,500,953,1
0.706553,25,3,1,0,1,24,1,40000,1,49,36,13,13,0,0,0,12,156,289,1
0.756933,32,3,1,0,1,11,1,22500,1,49,22,27,1,0,0,0,80,80,202,2
1.534034,44,2,1,0,1,12,1,40000,1,49,35,14,10,1,2,1,15,150,99,1
0.644308,6,3,1,0,1,12,1,15000,1,49,39,10,1,0,0,0,40,40,139,2
0.405652,45,1,1,0,1,23,1,62500,1,49,37,12,1,1,1,1,60,60,27,1
0.141134,35,2,1,0,1,24,1,62500,1,49,37,12,1,1,1,1,70,70,45,2
0.349934,45,1,1,0,1,22,1,40000,1,49,33,16,7,1,1,1,10,70,491,1
0.278239,27,1,1,0,1,24,1,85000,1,49,37,12,1,1,1,0,66,66,45,1
0.755637,45,3,1,0,1,11,1,22500,1,49,41,8,3,0,0,0,40,120,99,1
0.468845,42,3,1,0,1,22,1,40000,1,49,40,9,5,0,0,0,25,125,491,1
0.755445,37,1,1,0,1,21,1,62500,1,49,43,6,2,1,1,1,200,400,202,1
0.326556,51,2,1,0,1,12,1,62500,1,49,32,17,2,1,1,0,15,30,289,2
0.228703,51,3,1,0,1,26,0,40000,1,49,41,8,1,0,0,0,350,350,202,2
0.241702,51,3,1,1,0,20,1,15000,1,49,42,7,1,1,1,1,5,5,491,2
0.751915,7,2,1,0,1,12,1,62500,1,50,36,14,1,0,0,0,500,500,202,2
0.84804,30,3,1,0,1,24,1,62500,1,50,38,12,1,0,0,0,10,10,289,1
0.130625,39,3,1,0,1,12,1,62500,1,50,40,10,13,1,3,1,25,325,953,1
0.313364,20,2,1,0,1,22,1,40000,1,50,40,10,2,0,0,0,50,100,953,2
0.461165,30,2,1,0,1,12,1,40000,1,50,36,14,1,0,0,0,65,65,27,1
0.223086,30,2,1,0,1,12,1,40000,1,50,37,13,9,0,0,0,9,81,289,1
0.57162,22,2,1,0,1,9,1,40000,1,50,41,9,1,0,0,0,600,600,491,1
0.182013,46,3,1,0,1,12,1,40000,1,50,40,10,6,1,1,1,20,120,202,2
0.573304,22,2,1,0,1,12,1,62500,1,50,42,8,2,0,0,0,200,400,99,1
0.313364,20,3,1,0,1,20,1,62500,1,50,40,10,10,0,0,0,133.3,1333,99,1
0.326176,20,3,1,0,1,12,1,62500,1,50,41,9,6,0,0,0,5,30,27,1
0.738254,31,1,1,0,1,12,1,40000,1,50,40,10,9,1,2,0,4,36,99,1
4.084876,33,2,1,0,1,12,1,40000,1,50,10,40,1,1,1,0,150,150,289,2
3.501866,40,1,1,0,1,26,1,62500,1,?,34,16,5,1,1,0,40,200,953,2
1.726102,40,2,1,0,1,26,1,85000,1,50,38,12,4,0,0,0,25,100,139,1
0.48811,49,3,1,1,0,21,1,15000,1,50,38,12,3,1,2,1,20,60,491,1
1.841614,40,1,1,0,1,24,1,27500,1,50,32,18,3,0,0,0,25,75,289,2
3.364134,40,1,1,0,1,12,1,22500,1,50,43,7,15,0,0,0,2,30,491,1
1.649936,21,1,1,0,1,12,1,62500,1,50,38,12,7,0,0,0,20,140,953,2
0.486384,49,3,1,0,1,2,1,15000,1,50,42,8,2,1,2,0,25,50,491,1
0.77843,49,2,1,0,1,12,1,62500,1,50,37,13,1,0,0,0,30,30,139,1
2.203171,23,1,1,0,1,12,0,22500,1,50,40,10,3,0,0,0,60,180,69,1
1.142458,36,3,1,0,1,12,1,40000,1,50,38,12,8,1,1,1,30,240,491,2
1.142458,36,2,1,0,1,26,1,85000,1,50,36,14,2,1,1,1,1000,2000,289,1
1.493996,23,1,1,0,1,24,1,62500,0,50,40,10,1,0,0,0,87,87,289,1
1.389411,23,2,1,0,1,10,1,15000,1,50,34,16,15,1,1,1,1,15,491,2
1.400646,23,3,1,0,1,22,1,62500,1,50,36,14,8,0,0,0,75,600,99,1
0.628459,15,1,1,0,1,23,1,40000,1,50,45,5,13,1,2,1,10,130,289,2
0.625127,15,3,1,0,1,12,1,40000,1,50,35,15,10,0,0,0,15,150,289,1
1.191746,14,2,1,0,1,12,1,22500,1,50,34,16,7,0,0,0,15,105,202,2
1.025148,24,2,1,0,1,26,1,40000,1,50,36,14,2,0,0,0,10,20,289,2
0.951594,24,1,1,0,1,10,1,62500,1,50,38,12,1,0,0,0,150,150,491,2
0.936063,26,2,1,0,1,22,1,27500,1,50,42,8,1,1,1,1,150,150,491,2
0.496253,17,2,1,0,1,24,1,62500,1,50,38,12,15,1,1,0,4,60,45,1
1.049285,16,3,1,0,1,20,1,27500,1,50,38,12,3,1,1,0,3,9,953,2
1.199075,24,2,1,0,1,12,1,15000,0,50,35,15,1,0,0,0,50,50,491,2
0.635538,26,2,1,0,1,22,1,62500,1,50,43,7,2,0,0,0,60,120,953,2
0.59401,26,3,1,4,0,12,0,15000,1,50,43,7,4,0,0,0,8,32,491,1
0.543282,38,3,1,0,1,26,1,85000,1,50,44,6,1,0,0,0,300,300,491,2
2.962496,5,3,1,0,1,12,1,40000,1,50,43,7,2,0,0,0,135,270,9,1
0.328337,13,2,1,0,1,22,1,62500,1,50,45,5,15,1,1,0,5,75,289,1
1.883918,5,2,1,0,1,12,1,40000,1,50,40,10,1,1,1,1,800,800,491,1
0.100079,2,2,1,0,1,25,0,62500,1,50,34,16,1,1,0,0,850,850,491,1
1.020913,34,3,1,0,1,24,1,27500,1,50,40,10,13,1,3,1,50,650,953,2
3.288177,34,3,1,0,1,8,1,40000,1,50,35,15,2,0,0,0,10,20,45,1
0.80116,1,3,1,0,1,12,1,40000,1,50,28,22,30,1,3,1,14.333333,430,491,1
1.075474,11,2,1,0,1,24,1,62500,1,50,37,13,7,0,0,0,112,784,289,1
0.862923,1,2,1,0,1,23,1,62500,1,50,37,13,3,0,0,0,5,15,289,1
0.68378,19,2,1,0,1,22,1,85000,1,50,38,12,1,1,1,1,500,500,491,2
0.684361,19,2,1,1,0,10,1,15000,1,50,44,6,75,1,4,1,15,1125,491,1
2.223687,44,1,1,0,1,8,1,40000,1,50,38,12,1,1,1,0,150,150,953,1
0.637503,4,1,1,0,1,26,1,85000,1,50,38,12,15,1,1,1,15,225,491,1
0.350688,32,1,1,0,1,22,1,15000,1,50,40,10,2,0,0,0,40,80,289,1
0.767521,37,3,1,0,1,12,1,27500,1,50,40,10,4,0,0,0,3,12,953,2
2.223687,44,1,1,0,1,26,1,62500,1,50,40,10,2,0,0,0,150,300,289,2
1.175162,4,3,1,0,1,10,1,15000,1,50,38,12,4,0,0,0,15,60,953,2
0.707192,25,2,1,0,1,26,1,40000,1,50,21,29,6,0,0,0,4,24,69,2
0.608985,4,2,1,0,1,12,1,40000,1,50,42,8,2,0,0,0,3,6,491,2
0.146582,35,3,1,0,1,12,1,62500,1,50,36,14,2,1,1,1,75,150,289,1
0.23413,42,2,1,0,1,12,1,40000,1,50,38,12,9,1,0,0,20,180,99,1
0.401105,42,3,1,0,1,12,1,62500,1,50,9,41,1,1,1,1,3,3,69,1
0.257156,27,3,1,1,0,12,1,62500,1,50,36,14,30,1,1,1,2,60,289,1
0.462109,17,2,1,0,1,26,1,40000,1,50,38,12,2,1,1,1,20,40,289,2
0.403883,28,3,1,0,1,26,1,62500,1,50,40,10,1,1,1,1,250,250,99,1
0.503552,27,2,1,0,1,22,1,40000,1,50,43,7,1,1,2,1,25,25,289,1
0.515339,27,2,1,0,1,24,1,40000,1,50,38,12,1,1,1,0,150,150,202,1
0.244129,27,2,1,0,1,12,1,40000,1,50,38,12,15,0,0,0,15,225,45,2
0.542837,27,3,1,0,1,24,1,15000,1,50,35,15,1,1,0,0,10,10,491,2
0.326556,51,2,1,0,1,24,1,62500,1,50,21,29,1,0,0,0,150,150,69,1
0.542837,27,3,1,0,1,20,1,22500,1,50,35,15,1,1,1,1,14,14,289,1
0.613061,6,3,1,0,1,22,1,27500,1,50,34,16,2,1,1,1,15,30,491,2
0.194794,12,1,0,0,1,21,1,62500,1,50,5,45,1,1,1,0,250,250,491,2
1.940435,5,3,1,0,1,26,1,40000,1,50,36,14,2,1,1,0,1500,3000,139,1
0.230274,29,1,1,0,1,12,1,62500,1,50,34,16,1,0,0,0,850,850,491,1
0.130625,39,2,1,0,1,6,1,40000,1,51,39,12,3,1,1,1,133,399,69,1
0.180318,46,3,1,1,0,12,1,40000,1,51,39,12,20,0,0,0,5,100,69,1
0.57162,22,2,1,0,1,26,1,62500,1,51,37,14,4,0,0,0,75,300,289,2
0.294664,20,3,1,1,0,12,1,27500,1,51,40,11,25,0,0,0,15,375,491,2
1.399678,33,3,1,0,1,12,1,40000,1,51,37,14,6,1,1,0,15,90,289,2
0.760942,31,2,1,0,1,12,1,62500,1,51,40,11,10,1,1,0,30,300,202,1
0.859147,21,2,1,0,1,12,1,62500,1,51,30,21,40,0,0,0,2.625,105,69,1
1.649803,40,2,1,0,1,10,1,27500,1,51,38,13,5,0,0,0,9,45,491,1
0.738254,31,3,1,0,1,10,1,40000,1,51,42,9,1,1,1,1,300,300,491,2
1.265287,8,1,1,0,1,12,1,40000,1,51,37,14,1,0,0,0,180,180,491,2
1.708498,40,3,1,0,1,12,1,40000,1,51,38,13,3,0,0,0,2,6,289,1
3.342202,40,3,1,0,1,12,1,22500,1,51,36,15,1,0,0,0,15,15,202,2
1.682067,40,3,1,4,0,11,1,40000,1,51,36,15,15,1,2,0,2,30,45,1
0.515617,49,3,1,4,0,12,1,40000,1,51,39,12,5,0,0,0,10,50,491,2
0.77843,49,3,1,0,1,21,1,27500,0,51,38,13,1,0,0,0,110,110,491,2
2.203171,23,2,1,0,1,12,1,40000,1,51,28,23,1,0,0,0,70,70,953,2
2.214713,23,3,1,0,1,24,1,62500,1,51,37,14,6,0,0,0,10,60,289,1
2.428164,23,2,1,0,1,12,0,40000,0,51,33,18,3,1,1,1,20,60,491,2
1.07541,36,2,1,0,1,12,1,22500,1,51,39,12,25,0,0,0,8,200,202,2
1.448147,23,2,1,0,1,21,0,40000,1,51,35,16,13,1,2,0,50,650,491,1
0.617194,15,2,1,0,1,12,1,40000,1,51,39,12,3,1,0,0,10,30,491,2
0.629893,15,3,1,0,1,12,1,40000,1,51,39,12,14,0,0,0,2,28,491,2
0.621476,15,3,1,0,1,12,1,40000,1,51,39,12,15,1,1,0,4,60,491,1
0.702268,15,3,1,0,1,12,1,40000,1,51,36,15,1,1,2,0,300,300,289,2
1.041957,16,2,1,0,1,26,1,62500,1,51,41,10,6,0,0,0,30,180,289,1
1.216382,14,2,1,0,1,12,1,85000,1,51,42,9,2,1,1,1,125,250,953,2
0.142067,35,1,1,0,1,12,1,62500,1,51,39,12,1,1,1,0,150,150,491,2
0.983907,50,2,1,0,1,22,0,40000,1,51,41,10,22,1,4,1,25,550,953,2
0.990626,50,2,1,0,1,9,1,40000,1,51,42,9,6,0,0,0,10,60,289,1
0.979714,50,2,1,0,1,24,1,85000,1,51,37,14,7,1,3,1,20.857143,146,491,1
1.94886,50,2,1,0,1,12,1,40000,1,51,39,12,1,0,0,0,90,90,99,1
0.464339,17,1,1,0,1,22,1,40000,1,51,39,12,3,0,0,0,25,75,953,1
0.874898,26,3,1,0,1,26,0,22500,1,51,41,10,2,0,0,0,5,10,289,2
0.520474,38,3,1,0,1,12,1,40000,1,51,41,10,1,0,0,0,350,350,491,2
0.673673,29,2,1,0,1,21,1,85000,1,51,39,12,2,1,1,1,25,50,289,1
0.246394,29,1,1,0,1,23,1,40000,1,51,31,20,1,0,0,0,200,200,491,1
